MG,MS,MT,PA,PB,PE ,PR,RJ,RO,RS,AL,SC,SE,SP,AM ,BA,CE,DF,ES,GO,MA ,media_brasil
281.14,285.0,351.5,412.48,297.5,283.33,254.96,294.0,400.0,362.65,300.0,265.25,250.0,262.77,427.0,307.5,264.0,256.5,273.0,317.36,378.95,310.70904761904757
281.14,285.0,351.8,414.45,300.0,283.33,254.96,294.0,400.0,362.65,300.0,265.25,250.0,268.21,414.0,307.5,265.0,254.0,273.51,317.36,378.95,310.5290476190476
281.14,285.0,352.0,417.09,300.0,283.33,254.96,301.67,400.0,356.94,300.0,265.25,250.0,269.28,414.0,307.5,261.25,256.5,275.0,317.36,381.35,310.9342857142857
281.14,285.0,352.5,420.19,302.5,283.33,259.92,301.67,400.0,351.78,300.0,265.25,250.0,268.02,434.0,307.5,255.0,251.5,278.0,317.36,382.85,311.7861904761904
281.14,285.0,353.0,421.85,302.5,281.67,254.96,301.67,420.0,346.89,300.0,265.25,250.0,274.41,434.0,307.5,261.25,251.5,280.0,317.36,382.51,312.9742857142857
279.0,285.0,353.25,425.42,302.5,281.67,254.96,301.67,420.0,341.71,300.0,265.25,250.0,280.29,434.0,307.5,268.5,259.19,285.0,317.36,382.51,314.03714285714284
279.0,285.0,353.0,428.06,302.5,281.67,258.96,301.67,420.0,340.74,300.0,265.25,250.0,284.9,434.0,307.5,266.0,259.19,285.0,317.36,382.51,314.39571428571423
279.0,285.0,353.25,426.96,302.5,286.67,264.2,301.67,420.0,340.74,300.0,265.25,250.0,287.92,434.0,307.5,256.0,259.19,285.5,317.36,383.57,314.5847619047619
279.0,285.0,353.4,428.18,302.5,286.67,274.6,301.67,420.0,340.74,300.0,270.21,250.0,287.96,434.0,307.5,253.0,265.69,285.5,305.0,385.0,315.0295238095238
279.0,285.0,353.5,426.67,300.0,290.0,274.6,310.0,420.0,343.24,300.0,270.21,250.0,287.96,434.0,307.5,263.38,259.19,288.0,305.0,385.0,315.82142857142856
279.0,285.0,353.4,429.07,300.0,292.67,269.57,310.0,420.0,343.24,300.0,272.64,250.0,291.82,434.3,307.5,259.0,259.19,290.0,305.0,385.98,316.06571428571425
279.0,285.0,353.38,429.88,300.0,292.67,269.57,310.0,420.0,343.24,300.0,272.64,250.0,294.9,444.0,291.67,267.5,267.5,290.0,299.0,387.52,316.5461904761904
279.0,285.0,353.43,430.78,300.0,292.67,278.0,310.0,420.0,351.94,300.0,272.93,250.0,295.93,445.1,291.67,267.5,262.69,290.0,299.0,384.31,317.14047619047625
287.2,285.0,353.45,436.17,267.0,292.67,280.0,310.0,420.0,355.8,300.0,274.36,250.0,296.19,445.1,291.67,267.5,265.0,290.0,299.0,384.31,316.6866666666667
285.89,285.0,353.48,436.18,262.0,292.67,274.57,301.25,418.75,350.08,300.0,274.9,250.0,296.19,444.5,291.67,267.5,262.0,297.0,308.45,383.16,315.9638095238095
288.65,285.0,353.75,436.63,240.0,292.67,280.0,303.75,418.75,343.33,300.0,274.9,250.0,296.35,439.5,270.5,270.0,263.0,297.0,308.45,383.16,314.06619047619046
279.0,285.0,353.78,437.29,240.0,296.67,278.0,310.0,440.0,338.34,300.0,274.9,250.0,298.79,439.5,273.73,276.0,260.0,300.0,308.45,388.12,315.5985714285714
292.24,299.0,355.1,440.44,240.0,296.67,275.6,310.0,447.5,333.81,280.0,275.26,250.0,301.98,442.0,282.76,292.0,261.5,305.0,323.41,388.12,318.6852380952381
296.5,300.0,357.5,444.99,240.0,319.17,283.16,315.0,457.5,355.8,280.0,279.54,250.0,312.4,449.5,295.1,296.82,272.5,315.0,323.41,388.12,325.33380952380946
297.85,305.0,360.0,446.58,240.0,319.17,286.58,315.3,457.5,360.05,280.0,282.4,250.0,318.62,449.5,304.16,300.0,276.5,329.5,310.0,388.12,327.46809523809526
297.85,305.0,370.0,447.62,240.0,320.0,292.6,315.3,457.5,366.55,280.0,282.4,250.0,319.71,459.0,307.59,310.0,269.0,331.0,320.0,387.32,329.9257142857143
297.85,305.0,373.0,451.12,297.0,320.0,294.92,324.76,455.0,366.55,280.0,293.97,250.0,322.8,479.0,305.99,308.0,268.5,332.0,320.0,387.32,334.89428571428573
299.51,305.0,375.1,452.5,297.0,330.0,294.92,324.38,455.0,366.55,280.0,293.97,250.0,328.36,479.0,309.28,310.93,274.5,340.0,323.0,389.73,337.08238095238096
307.85,305.0,380.0,450.0,297.0,330.0,293.96,333.0,455.0,366.55,280.0,298.26,250.0,334.78,469.5,325.45,308.0,268.0,345.0,323.0,389.73,338.5752380952381
